,school_within_300,bus_stop_within_300,speedlimit,tb_latitude,tb_longitude,day_of_year,accident_year,distance,weather_1,collision_severity,type_of_collision,road_surface,road_cond_1,lighting,number_killed,number_injured,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,hour,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,CLUSTER_ID,accident
3734,0,1,25,37.79900005,-122.4426479,217,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,South,Proceeding Straight,Driver,West,Slowing/Stopping,17,4,6,13,12,16.3,14.4,20.0,0.0,,263.0,22.3,1016.0,240,1
3735,0,1,55,37.72523511,-122.4026004,034,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,2,Driver,West,Making Right Turn,Pedestrian,South,Not Stated,91,2,2,25,14,8.4,3.3,13.3,0.0,0.0,316.0,18.7,1021.1,24,1
3736,0,1,50,37.73792168,-122.3961863,241,2020,86,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,East,Not Stated,87,2,9,1,18,15.4,12.8,19.4,0.0,,306.0,16.9,1009.5,23,1
3737,0,1,35,37.78937808,-122.4073947,264,2020,128,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Other,Driver,West,Proceeding Straight,19,6,3,8,23,19.5,14.4,28.3,0.0,,313.0,15.5,1011.8,348,1
3738,0,0,10,37.77706808,-122.4365072,288,2020,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,North,Proceeding Straight,23,4,11,39,16,21.1,16.1,31.1,0.0,,309.0,10.1,1017.9,235,1
3739,0,1,20,37.78258503,-122.4156939,291,2020,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Other,20,5,10,36,21,22.9,16.1,32.8,0.0,,347.0,6.1,1013.2,472,1
3740,0,0,35,37.70953989,-122.4576703,029,2020,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,66,10,1,28,5,11.8,8.3,16.1,0.0,0.0,298.0,16.2,1024.4,109,1
3742,0,1,25,37.72354098,-122.4543789,302,2013,82,Clear,Injury (Complaint of Pain),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Entering Traffic,Driver,East,Proceeding Straight,71,10,8,24,15,13.9,11.1,17.2,0.0,0.0,,11.5,1014.7,131,1
3743,1,1,20,37.78337923,-122.4209826,150,2020,10,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Bicyclist,South,Proceeding Straight,Pedestrian,South,Proceeding Straight,100,4,10,36,16,15.8,12.8,21.7,0.0,,259.0,18.0,1011.8,384,1
3744,0,1,20,37.73401387,-122.3909679,144,2021,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,87,2,9,1,16,13.4,10.6,18.3,0.0,,291.0,30.6,1019.9,41,1
3746,1,1,20,37.78393258,-122.4125953,326,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,20,5,10,36,10,13.9,8.3,18.9,0.0,,72.0,5.0,1019.7,436,1
3747,0,1,25,37.78022582,-122.4815157,003,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dusk - Dawn,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Making Right Turn,8,8,4,29,17,11.1,6.7,14.4,0.0,0.0,16.0,5.8,1022.8,119,1
3748,1,0,50,37.77404333,-122.4143677,264,2016,0,Clear,Injury (Other Visible),Sideswipe,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,32,1,10,34,15,18.6,14.4,22.8,0.0,0.0,301.0,18.7,1014.1,294,1
3749,0,0,30,37.78630396,-122.431552,277,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,East,Proceeding Straight,101,4,11,15,14,18.3,12.8,29.4,0.0,,319.0,15.5,1012.8,259,1
3750,0,1,15,37.72014638,-122.4790055,050,2018,7,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,42,10,8,16,8,8.3,6.1,11.7,0.0,0.0,303.0,25.2,1016.9,20,1
3751,0,1,50,37.76182215,-122.419358,158,2021,5,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,53,3,2,20,11,15.7,12.8,18.9,0.0,,271.0,36.7,1012.4,271,1
3752,0,1,25,37.74538902,-122.4200191,129,2021,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,2,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,83,9,2,2,2,17.3,12.2,24.4,0.0,,290.0,28.4,1013.6,214,1
3753,0,1,25,37.73153065,-122.4534113,342,2020,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Proceeding Straight,Pedestrian,North,Proceeding Straight,71,9,8,41,17,14.1,7.8,22.8,0.0,,1.0,7.2,1021.5,2,1
3754,1,1,20,37.78205906,-122.4273798,135,2015,5,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Pedestrian,South,Proceeding Straight,Driver,East,Proceeding Straight,100,4,11,39,7,14.0,11.7,16.7,0.0,0.0,257.0,24.1,1013.2,162,1
3755,1,1,25,37.79506633,-122.4032214,054,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,108,6,3,6,14,15.2,10.0,24.4,0.0,,321.0,13.7,1020.2,329,1
3756,0,0,25,37.80561848,-122.4136042,057,2020,0,Clear,Injury (Complaint of Pain),Head-On,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,99,6,3,23,9,15.1,9.4,22.8,0.0,0.0,335.0,7.9,1025.5,323,1
3760,1,1,25,37.79587501,-122.4078447,152,2015,120,Clear,Injury (Other Visible),Hit Object,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Parking Maneuver,Pedestrian,East,Proceeding Straight,104,6,3,6,11,16.9,14.4,23.3,0.0,0.0,,13.7,1016.4,367,1
3761,0,0,25,37.77646431,-122.4262633,013,2020,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Proceeding Straight,Pedestrian,West,Proceeding Straight,22,4,11,9,20,10.6,7.2,13.3,1.3,0.0,236.0,11.2,1022.2,254,1
3762,0,1,20,37.78610104,-122.4180881,121,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,20,6,10,36,13,14.1,11.1,19.4,0.0,,272.0,30.6,1019.3,403,1
3763,0,1,50,37.78265215,-122.4065801,060,2021,41,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,South,Not Stated,32,1,10,34,19,12.9,7.2,20.6,0.0,,318.0,9.7,1019.4,415,1
3764,0,1,20,37.7849983,-122.4195552,105,2020,14,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,West,Not Stated,20,4,10,36,8,14.7,8.3,25.0,0.0,,303.0,11.5,1022.3,418,1
3765,0,0,25,37.75754195,-122.4863819,227,2020,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,North,Proceeding Straight,39,10,7,35,21,23.6,16.7,37.2,0.0,,335.0,13.7,1011.3,45,1
3766,0,1,50,37.78384366,-122.3990029,259,2020,30,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Proceeding Straight,Driver,North,Making Left Turn,32,1,10,8,14,18.1,15.6,22.8,0.0,,300.0,19.4,1017.5,310,1
3767,0,1,25,37.76342115,-122.4803175,047,2015,6,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Not Stated,39,10,7,35,8,16.2,10.6,20.0,0.0,0.0,,10.8,1015.8,82,1
3768,0,1,65,37.72985983,-122.4301812,321,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Making Right Turn,94,9,1,7,17,13.8,9.4,19.4,0.0,,345.0,4.0,1017.5,132,1
3769,1,1,20,37.78372378,-122.4142416,193,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,20,5,10,36,21,16.4,13.9,20.6,0.0,,270.0,24.5,1013.0,469,1
3770,0,1,25,37.75223945,-122.4184453,314,2020,0,Clear,Injury (Other Visible),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,53,3,2,20,14,9.7,5.0,15.6,0.0,,282.0,8.3,1021.2,224,1
3771,0,1,50,37.73243866,-122.4056075,021,2020,0,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,91,2,2,25,18,12.3,10.0,14.4,0.3,0.0,145.0,14.4,1019.7,40,1
3772,0,1,50,37.77702642,-122.4126167,311,2013,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,32,1,10,34,17,16.8,13.3,21.7,0.0,0.0,,13.3,1020.2,374,1
3773,0,1,20,37.78493949,-122.427986,050,2013,5,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,East,Proceeding Straight,100,4,11,39,8,7.9,5.0,9.4,10.7,0.0,264.0,18.4,1011.2,289,1
3775,0,1,50,37.78756802,-122.4065899,032,2020,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,East,Proceeding Straight,19,6,3,8,13,12.8,8.3,18.3,0.0,0.0,346.0,13.7,1024.8,342,1
3776,0,1,20,37.78237894,-122.4173389,167,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,East,Proceeding Straight,20,5,10,36,5,16.3,12.8,21.1,0.0,,277.0,31.0,1016.3,408,1
3777,0,1,50,37.78321431,-122.4107648,335,2020,0,Clear,Injury (Severe),Broadside,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,20,5,10,36,19,10.6,5.0,16.7,0.0,,290.0,12.6,1024.8,437,1
3780,0,0,50,37.76958608,-122.4075874,070,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Backing,Pedestrian,West,Stopped,33,1,10,20,11,14.9,10.0,21.7,0.0,,38.0,8.6,1016.3,186,1
3781,0,1,50,37.76835372,-122.4078135,014,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,Construction or Repair Zone,Daylight,0,2,Bicyclist,East,Proceeding Straight,Pedestrian,North,Proceeding Straight,53,3,9,20,15,11.3,6.7,13.3,0.3,0.0,278.0,15.5,1022.7,186,1
3784,0,1,25,37.72431754,-122.4581914,001,2018,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Not Stated,Driver,East,Proceeding Straight,64,10,8,24,13,11.2,7.2,14.4,0.0,0.0,,2.9,1022.3,98,1
3787,0,1,50,37.7696026,-122.4263094,312,2020,0,Clear,Injury (Other Visible),Head-On,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Stopped,Driver,North,Stopped,27,3,5,9,19,12.4,9.4,16.7,0.0,,297.0,20.5,1006.4,257,1
3788,0,0,50,37.77437812,-122.4139438,107,2015,0,Clear,Injury (Complaint of Pain),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Proceeding Straight,32,1,10,34,16,16.8,10.6,21.1,0.0,0.0,,18.4,1017.9,294,1
3789,0,1,30,37.78515094,-122.4330834,067,2020,0,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Driver,East,Proceeding Straight,101,4,11,15,7,11.0,9.4,13.3,2.0,0.0,237.0,11.2,1013.9,250,1
3790,0,1,50,37.78038334,-122.412564,072,2016,35,Raining,Injury (Complaint of Pain),Broadside,Wet,No Unusual Condition,Daylight,0,1,Pedestrian,South,Entering Traffic,Driver,West,Making Left Turn,32,5,10,34,15,11.9,9.4,15.6,6.9,0.0,170.0,20.5,1019.2,471,1
3791,1,1,25,37.78000451,-122.4868789,306,2020,4,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,North,Making Left Turn,Pedestrian,East,Not Stated,8,8,4,29,18,15.8,10.0,25.0,0.0,,324.0,6.1,1019.5,112,1
3792,0,0,25,37.79963393,-122.4376947,046,2020,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,14,4,6,13,20,11.4,6.7,16.1,0.0,0.0,314.0,13.7,1022.4,238,1
3793,0,1,50,37.75254468,-122.3926394,029,2021,0,Clear,Injury (Severe),Broadside,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,54,2,9,1,14,9.7,6.1,13.9,3.3,,282.0,6.8,1013.1,11,1
3794,0,1,50,37.76095075,-122.4070279,281,2020,109,Cloudy,Injury (Complaint of Pain),Head-On,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,West,Other,54,3,9,20,8,14.5,12.8,18.3,0.0,,299.0,21.2,1013.5,164,1
3795,0,0,50,37.77458192,-122.3962887,329,2021,8,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,South,Not Stated,Driver,West,Proceeding Straight,34,1,10,4,19,13.2,7.8,17.8,0.0,,85.0,6.1,1026.7,150,1
3796,1,1,25,37.80434967,-122.4161026,325,2020,15,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Backing,Pedestrian,North,Other,107,6,3,32,20,11.9,7.2,18.3,0.0,,333.0,5.8,1023.8,279,1
3797,0,0,20,37.78037143,-122.4256164,051,2020,410,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,North,Proceeding Straight,100,4,11,39,8,12.2,7.2,18.9,0.0,0.0,322.0,6.5,1019.5,199,1
3799,0,1,50,37.76183586,-122.4193593,285,2020,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Backing,Pedestrian,South,Other,53,3,2,20,18,18.1,13.3,25.0,0.0,,305.0,14.8,1018.3,271,1
3800,0,0,50,37.76701929,-122.4242683,284,2020,118,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Entering Traffic,Driver,North,Proceeding Straight,37,3,5,20,14,18.0,14.4,23.3,0.0,,290.0,11.2,1014.9,272,1
3801,0,1,50,37.78574399,-122.405831,057,2020,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Proceeding Straight,Pedestrian,North,Proceeding Straight,32,5,10,8,9,15.1,9.4,22.8,0.0,0.0,335.0,7.9,1025.5,430,1
3802,0,1,25,37.80675808,-122.4121414,028,2020,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Proceeding Straight,Driver,East,Proceeding Straight,99,6,3,23,19,12.6,10.0,16.7,0.8,0.0,234.0,12.2,1027.0,322,1
3805,0,1,30,37.78604738,-122.4400835,021,2021,50,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Entering Traffic,Pedestrian,South,Proceeding Straight,103,4,6,30,16,11.0,5.6,14.4,0.0,,303.0,11.2,1017.6,226,1
3806,0,1,35,37.71317317,-122.458869,286,2020,45,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Proceeding Straight,Pedestrian,North,Other,81,10,1,24,15,18.3,12.8,28.3,0.0,,322.0,9.4,1018.5,127,1
3807,0,1,20,37.78496026,-122.4195479,157,2016,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,West,Making Left Turn,Driver,North,Not Stated,20,4,10,36,3,16.3,11.7,22.2,0.0,0.0,301.0,20.9,1011.9,418,1
3808,0,1,25,37.781111,-122.4621393,276,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,5,8,4,11,11,21.8,14.4,31.1,0.0,,314.0,11.9,1014.0,114,1
3810,0,1,50,37.76560584,-122.4104867,063,2020,0,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,North,Proceeding Straight,Driver,East,Proceeding Straight,53,3,9,20,21,16.3,10.0,23.9,0.0,0.0,291.0,10.1,1016.3,205,1
3811,0,1,30,37.78456824,-122.4312049,171,2021,0,Clear,Injury (Severe),Broadside,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,South,Not Stated,Driver,West,Proceeding Straight,101,4,11,15,20,18.3,14.4,24.4,0.0,,320.0,15.8,1009.9,263,1
3812,0,1,20,37.78651982,-122.4148066,145,2021,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Making Right Turn,Driver,North,Proceeding Straight,20,6,10,36,17,15.1,12.2,18.3,0.0,,277.0,30.2,1018.6,447,1
3813,0,1,20,37.78288139,-122.420824,159,2017,6,Raining,Injury (Other Visible),Vehicle/Pedestrian,Wet,No Unusual Condition,Daylight,0,1,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,20,4,10,36,11,16.3,15.0,18.9,1.3,0.0,176.0,11.5,1015.1,384,1
3816,0,1,50,37.77282565,-122.4222922,211,2014,30,Clear,Injury (Other Visible),Head-On,Dry,Construction or Repair Zone,Daylight,0,2,Bicyclist,East,Proceeding Straight,Pedestrian,West,Proceeding Straight,26,1,11,9,19,17.7,14.4,22.2,0.0,0.0,295.0,24.1,1015.3,303,1
3817,0,1,20,37.78331089,-122.4175288,054,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,20,5,10,36,21,15.2,10.0,24.4,0.0,,321.0,13.7,1020.2,410,1
3818,0,1,25,37.75855998,-122.5057865,005,2020,3,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,39,10,7,35,22,11.1,6.7,15.0,0.0,0.0,293.0,13.0,1033.7,14,1
3819,0,1,20,37.78306816,-122.4209197,028,2017,67,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Not Stated,Driver,South,Proceeding Straight,100,4,11,39,9,9.5,5.0,15.0,0.0,0.0,103.0,5.4,1033.7,384,1
3820,0,1,50,37.76505134,-122.419669,030,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,53,3,2,20,19,10.3,8.3,14.4,0.0,,34.0,3.6,1021.3,292,1
3821,1,0,20,37.7850746,-122.4111398,324,2020,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,East,Entering Traffic,Driver,North,Proceeding Straight,20,5,10,36,19,12.6,7.2,18.3,0.0,,302.0,10.1,1024.8,443,1
3823,0,1,50,37.77885172,-122.3927498,333,2018,0,Raining,Injury (Complaint of Pain),Head-On,Wet,No Unusual Condition,Daylight,0,1,Driver,East,Making U Turn,Pedestrian,South,Proceeding Straight,34,1,10,4,14,14.8,12.8,15.6,10.7,0.0,240.0,35.3,1000.7,146,1
3824,0,1,20,37.78516721,-122.4179014,007,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,South,Not Stated,Driver,East,Changing Lanes,20,5,10,36,8,9.9,5.0,13.3,0.8,0.0,313.0,11.2,1022.8,402,1
3825,0,1,55,37.72421798,-122.4021832,241,2015,70,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,"Holes, Deep Ruts",Daylight,0,1,Pedestrian,East,Other,Driver,North,Proceeding Straight,91,2,2,25,17,20.2,18.3,23.9,0.0,0.0,,12.6,1015.1,25,1
3828,0,0,50,37.77552455,-122.4260703,266,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,South,Entering Traffic,22,4,11,9,23,16.2,12.2,27.8,0.0,,305.0,15.1,1013.1,255,1
3829,0,1,25,37.74904129,-122.4181353,222,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,53,3,2,20,17,17.7,14.4,22.8,0.0,,310.0,16.6,1012.8,221,1
3830,0,1,15,37.73114107,-122.4718623,347,2017,50,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,East,Other,Driver,North,Proceeding Straight,62,10,8,41,9,10.8,5.0,16.1,0.0,,,7.2,1020.1,56,1
3831,0,0,15,37.7867664,-122.4625846,017,2020,11,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Proceeding Straight,Pedestrian,South,Not Stated,4,8,6,11,18,8.1,3.3,12.8,0.0,0.0,31.0,6.8,1024.9,86,1
3832,0,0,20,37.78827973,-122.4235941,281,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,100,4,6,39,11,14.4,12.8,17.8,0.0,,265.0,24.5,1018.7,349,1
3833,0,1,10,37.77313436,-122.4374161,360,2021,2,Raining,Injury (Complaint of Pain),Vehicle/Pedestrian,Wet,No Unusual Condition,Dark - Street Lights,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,26,4,11,9,16,8.7,6.1,11.1,1.5,,219.0,14.8,1016.7,230,1
3835,0,1,20,37.78047034,-122.4169476,167,2021,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,2,Pedestrian,South,Proceeding Straight,Driver,East,Entering Traffic,21,5,10,36,7,20.1,14.4,30.0,0.0,,312.0,19.1,1014.4,387,1
3836,0,1,50,37.77745742,-122.4131577,128,2021,0,Clear,Injury (Complaint of Pain),Head-On,Dry,No Unusual Condition,Daylight,0,1,Driver,West,Making Left Turn,Pedestrian,South,Proceeding Straight,32,1,10,34,16,16.1,10.0,26.1,0.0,,294.0,23.4,1016.1,373,1
3837,0,0,35,37.71142254,-122.46303,359,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Driver,West,Proceeding Straight,Pedestrian,East,Proceeding Straight,65,10,8,24,18,10.2,6.7,13.3,0.0,,89.0,8.6,1023.7,96,1
3838,0,1,25,37.75794677,-122.4766534,193,2021,12,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,North,Proceeding Straight,Pedestrian,West,Other,44,10,8,14,10,16.4,13.9,20.6,0.0,,270.0,24.5,1013.0,78,1
3840,0,1,50,37.72770584,-122.4033166,017,2020,84,Clear,Injury (Severe),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Pedestrian,North,Proceeding Straight,Driver,East,Proceeding Straight,91,2,2,25,13,8.1,3.3,12.8,0.0,0.0,31.0,6.8,1024.9,29,1
3842,1,1,50,37.78300408,-122.4124117,131,2021,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Dark - Street Lights,0,1,Pedestrian,West,Not Stated,Driver,South,Proceeding Straight,20,5,10,36,20,16.4,10.6,22.2,0.0,,310.0,19.1,1012.4,463,1
3843,0,1,50,37.77290912,-122.4221864,107,2015,0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,26,1,11,9,19,16.8,10.6,21.1,0.0,0.0,,18.4,1017.9,303,1
3844,0,0,25,37.78807019,-122.4252365,216,2020,0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Dry,No Unusual Condition,Daylight,0,1,Driver,South,Making Right Turn,Pedestrian,West,Proceeding Straight,100,4,11,30,11,18.0,14.4,23.9,0.0,,293.0,30.2,1016.3,286,1
