,id,unique_id,cnn_intrsctn_fkey,cnn_sgmt_fkey,case_id_pkey,tb_latitude,tb_longitude,geocode_source,geocode_location,collision_datetime,collision_date,collision_time,accident_year,month,day_of_week,primary_rd,secondary_rd,distance,weather_1,collision_severity,type_of_collision,mviw,ped_action,road_surface,road_cond_1,lighting,intersection,number_killed,number_injured,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,point,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,hour
21986,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-224,52401,24933000.0,,200159293,37.7825850335,-122.415693872,SFPD-INTERIM DB,CITY STREET,03/03/2020 06:17:00 AM,2020 March 03,06:17:00,2020,March,Tuesday,HYDE ST,TURK ST,0.0,Clear,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dusk - Dawn,Intersection <= 20ft,0.0,2,1.0,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,POINT (-122.415695 37.782585),20.0,5.0,10.0,36.0,06
21999,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_b7f,55176,25216000.000000004,,210286115,37.7864023199,-122.423213874,SFPD-INTERIM DB,CITY STREET,05/10/2021 08:30:00 AM,2021 May 10,08:30:00,2021,May,Monday,POST ST,FRANKLIN ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Right Turn,Pedestrian,East,Proceeding Straight,POINT (-122.42321 37.786404),100.0,4.0,6.0,39.0,08
22011,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_e2b,55822,22551000.0,,210552897,37.716126071,-122.471572044,SFPD-INTERIM DB,CITY STREET,08/28/2021 07:45:00 PM,2021 August 28,19:45:00,2021,August,Saturday,19TH AVE,BEVERLY ST,0.0,Clear,Injury (Other Visible),Sideswipe,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Proceeding Straight,Pedestrian,West,Other,POINT (-122.47157 37.716125),65.0,10.0,1.0,24.0,19
22012,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_f11,56126,22101000.0,11765000.0,210631190,37.724985087,-122.44308622,SFPD-INTERIM DB,CITY STREET,09/28/2021 04:23:00 PM,2021 September 28,16:23:00,2021,September,Tuesday,SERGEANT JOHN V YOUNG ST,SAN JOSE AVE,6.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,North,Not Stated,Driver,East,Proceeding Straight,POINT (-122.443085 37.724983),94.0,9.0,1.0,28.0,16
22039,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_b5f,55528,24170000.0,726000.0,210280117,37.7650378026,-122.419893035,SFPD-INTERIM DB,CITY STREET,05/07/2021 03:01:00 PM,2021 May 07,15:01:00,2021,May,Friday,16TH ST,MISSION ST,65.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Wet,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,South,Entering Traffic,Driver,West,Proceeding Straight,POINT (-122.41989 37.765038),53.0,3.0,2.0,20.0,15
22043,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_ab6,55352,33674000.0,,210224529,37.7379658671,-122.406910504,SFPD-INTERIM DB,CITY STREET,04/12/2021 04:56:00 AM,2021 April 12,04:56:00,2021,April,Monday,BAY SHORE BLVD,INDUSTRIAL ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,POINT (-122.40691 37.737965),82.0,2.0,9.0,1.0,04
22046,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_666,40003,27921000.0,,130059834,37.7510931512194,-122.505276575735,SFPD-CROSSROADS,CITY STREET,01/22/2013 08:37:00 AM,2013 January 22,08:37:00,2013,January,Tuesday,ORTEGA ST,46TH AVE,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.50528 37.751095),39.0,10.0,7.0,35.0,08
22048,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-633,11503,25813000.0,,180658389,37.760888933,-122.435000702,SFPD-INTERIM DB,CITY STREET,08/31/2018 02:30:00 PM,2018 August 31,14:30:00,2018,August,Friday,CASTRO ST,18TH ST,0.0,Clear,Injury (Complaint of Pain),Sideswipe,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,East,Proceeding Straight,Driver,North,Stopped In Road,POINT (-122.435 37.760887),38.0,3.0,5.0,5.0,14
22058,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-38,53012,26345000.0,,200348979,37.7720803942,-122.445716665,SFPD-INTERIM DB,CITY STREET,06/09/2020 05:33:00 PM,2020 June 09,17:33:00,2020,June,Tuesday,OAK ST,MASONIC AVE,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,West,Proceeding Straight,POINT (-122.44572 37.77208),24.0,7.0,11.0,12.0,17
22073,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_f22,56387,25032000.0,,210638516,37.7969019056771,-122.406827676788,SFPD-INTERIM DB,CITY STREET,10/01/2021 12:50:00 PM,2021 October 01,12:50:00,2021,October,Friday,GRANT AVE,PACIFIC AVE,0.0,Clear,Injury (Severe),Broadside,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,2.0,Driver,West,Proceeding Straight,Pedestrian,North,Proceeding Straight,POINT (-122.40683 37.7969),104.0,6.0,3.0,6.0,12
22074,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-3c2,52601,25599000.0,7459000.0,200047115,37.8077613933,-122.419410674,SFPD-INTERIM DB,CITY STREET,01/19/2020 03:18:00 PM,2020 January 19,15:18:00,2020,January,Sunday,JEFFERSON ST,LEAVENWORTH ST,95.0,Clear,Injury (Complaint of Pain),Head-On,Pedestrian,Not in Road,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,East,Proceeding Straight,POINT (-122.41941 37.807762),99.0,6.0,6.0,32.0,15
22092,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_a9a,55144,27378000.0,8359101.0,210215001,37.7653452954,-122.479414167,SFPD-INTERIM DB,CITY STREET,04/07/2021 10:05:00 AM,2021 April 07,10:05:00,2021,April,Wednesday,LINCOLN WAY,21ST AVE,5.0,Cloudy,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,South,Not Stated,POINT (-122.479416 37.765347),39.0,10.0,7.0,35.0,10
22100,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_d40,56216,30727000.000000004,,210446375,37.7932563499,-122.396302004,SFPD-INTERIM DB,CITY STREET,07/15/2021 04:34:00 AM,2021 July 15,04:34:00,2021,July,Thursday,MARKET ST,DRUMM ST,0.0,Clear,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Pedestrian,West,Proceeding Straight,Driver,North,Proceeding Straight,POINT (-122.3963 37.793255),108.0,6.0,10.0,8.0,04
22107,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_261,53677,24333000.0,,200585416,37.780719177,-122.415315615,SFPD-INTERIM DB,CITY STREET,09/29/2020 03:24:00 AM,2020 September 29,03:24:00,2020,September,Tuesday,MCALLISTER ST,HYDE ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,North,Proceeding Straight,POINT (-122.41531 37.78072),21.0,5.0,10.0,36.0,03
22124,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-2eb,52754,23946000.0,,200107816,37.7797389058,-122.407159488,SFPD-INTERIM DB,CITY STREET,02/12/2020 12:41:00 PM,2020 February 12,12:41:00,2020,February,Wednesday,06TH ST,HOWARD ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,West,Proceeding Straight,Driver,North,Making Right Turn,POINT (-122.40716 37.77974),32.0,1.0,10.0,34.0,12
22140,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-4cc,52066,34167000.0,19992000.0,200012049,37.773978791,-122.392075714,SFPD-INTERIM DB,CITY STREET,01/05/2020 04:40:00 PM,2020 January 05,16:40:00,2020,January,Sunday,CHANNEL,04TH ST,180.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Driver,East,Backing,Pedestrian,South,Stopped,POINT (-122.392075 37.77398),34.0,1.0,10.0,4.0,16
22141,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_527,54416,21766000.0,2163201.0,200768850,37.728722,-122.434581,SFPD-INTERIM DB,CITY STREET,12/21/2020 02:45:00 PM,2020 December 21,14:45:00,2020,December,Monday,ALEMANY BLVD,THERESA ST,6.0,Clear,Injury (Severe),Sideswipe,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,East,Other,POINT (-122.43458 37.72872),94.0,9.0,1.0,28.0,14
22142,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-284,52357,27557000.0,,200132443,37.7799935408,-122.486878047,SFPD-INTERIM DB,CITY STREET,02/21/2020 09:00:00 PM,2020 February 21,21:00:00,2020,February,Friday,GEARY BLVD,27TH AVE,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.48688 37.779995),8.0,8.0,4.0,29.0,21
22150,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_7c1,57176,26475000.0,12084000.0,210006270,37.7746230378304,-122.454637282636,SFPD-INTERIM DB,CITY STREET,01/04/2021 07:30:00 AM,2021 January 04,07:30:00,2021,January,Monday,STANYAN ST,FULTON ST,50.0,Cloudy,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing Not in Crosswalk,Wet,No Unusual Condition,Dusk - Dawn,Midblock > 20ft,0.0,1,1.0,Pedestrian,East,Entering Traffic,Driver,South,Proceeding Straight,POINT (-122.454636 37.774624),12.0,7.0,4.0,18.0,07
22156,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_507,54393,25165000.0,,200760674,37.7893198495,-122.415371923,SFPD-INTERIM DB,CITY STREET,12/17/2020 11:56:00 PM,2020 December 17,23:56:00,2020,December,Thursday,BUSH ST,LEAVENWORTH ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Pedestrian,South,Proceeding Straight,Driver,East,Proceeding Straight,POINT (-122.415375 37.789318),50.0,6.0,3.0,21.0,23
22172,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-647,28547,54152000.00000001,12204000.0,150822263,37.7934946244144,-122.407790349071,SFPD-CROSSROADS,CITY STREET,09/19/2015 10:16:00 AM,2015 September 19,10:16:00,2015,September,Saturday,STOCKTON ST,SACRAMENTO ST,117.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,West,Other,Driver,South,Proceeding Straight,POINT (-122.40779 37.793495),104.0,6.0,3.0,6.0,10
22175,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_474,54295,24063000.0,12031000.0,200727339,37.7523207679,-122.416260383,SFPD-INTERIM DB,CITY STREET,12/02/2020 05:40:00 PM,2020 December 02,17:40:00,2020,December,Wednesday,SOUTH VAN NESS AVE,24TH ST,19.0,Clear,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Pedestrian,East,Proceeding Straight,Driver,South,Proceeding Straight,POINT (-122.41626 37.75232),53.0,3.0,2.0,20.0,17
22178,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_472,54293,23798000.0,,200726751,37.7763329764,-122.394035064,SFPD-INTERIM DB,CITY STREET,12/02/2020 02:00:00 PM,2020 December 02,14:00:00,2020,December,Wednesday,KING ST,04TH ST,0.0,Clear,Injury (Severe),Sideswipe,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.394035 37.776333),34.0,1.0,10.0,4.0,14
22181,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-20e,52409,25417000.0,6457000.0,200164167,37.7990979577,-122.412265941,SFPD-INTERIM DB,CITY STREET,03/04/2020 08:10:00 PM,2020 March 04,20:10:00,2020,March,Wednesday,GREEN ST,MASON ST,5.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Right Turn,Pedestrian,South,Proceeding Straight,POINT (-122.41227 37.7991),107.0,6.0,3.0,6.0,20
22182,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_36a,54069,27375000.0,7296000.0,200656794,37.7635167366,-122.478145869,SFPD-INTERIM DB,CITY STREET,10/31/2020 09:30:00 AM,2020 October 31,09:30:00,2020,October,Saturday,IRVING ST,20TH AVE,13.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.47815 37.763515),39.0,10.0,7.0,35.0,09
22185,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_7a6,55024,24900000.000000004,,210002347,37.785282918,-122.409497526,SFPD-INTERIM DB,CITY STREET,01/02/2021 06:32:00 AM,2021 January 02,06:32:00,2021,January,Saturday,MASON ST,ELLIS ST,0.0,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Wet,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,POINT (-122.4095 37.785282),20.0,5.0,10.0,36.0,06
22198,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_2e6,53938,20612000.0,,200621383,37.7301646146,-122.398970458,SFPD-INTERIM DB,CITY STREET,10/15/2020 08:05:00 AM,2020 October 15,08:05:00,2020,October,Thursday,WILLIAMS AVE,APOLLO ST,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dusk - Dawn,Intersection <= 20ft,0.0,1,1.0,Pedestrian,North,Proceeding Straight,Driver,West,Entering Traffic,POINT (-122.39897 37.730164),86.0,2.0,9.0,1.0,08
22208,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_116,39013,23239000.0,,180389089,37.7409001003,-122.481989436,SFPD-INTERIM DB,CITY STREET,05/25/2018 08:00:00 AM,2018 May 25,08:00:00,2018,May,Friday,ULLOA ST,25TH AVE,0.0,Cloudy,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Proceeding Straight,Pedestrian,South,Proceeding Straight,POINT (-122.48199 37.740902),40.0,10.0,7.0,35.0,08
22217,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_3ff,54213,23944000.0,,200697914,37.7814995083039,-122.404933347246,SFPD-INTERIM DB,CITY STREET,11/18/2020 06:54:00 PM,2020 November 18,18:54:00,2020,November,Wednesday,05TH ST,05TH ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Left Turn,Pedestrian,East,Other,POINT (-122.40493 37.781498),32.0,1.0,10.0,34.0,18
22221,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-107,52862,24933000.0,12720000.0,200272635,37.7825797938,-122.415734905,SFPD-INTERIM DB,CITY STREET,05/02/2020 06:09:00 PM,2020 May 02,18:09:00,2020,May,Saturday,TURK ST,HYDE ST,12.0,Cloudy,Injury (Severe),Head-On,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,North,Not Stated,POINT (-122.41573 37.78258),20.0,5.0,10.0,36.0,18
22226,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-38c,52105,24888000.0,290000.0,200061654,37.7834123964,-122.407336165,SFPD-INTERIM DB,CITY STREET,01/25/2020 11:05:00 AM,2020 January 25,11:05:00,2020,January,Saturday,05TH ST,STEVENSON ST,60.0,Cloudy,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,East,Other,Driver,South,Proceeding Straight,POINT (-122.40733 37.783413),32.0,5.0,10.0,34.0,11
22235,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_bf2,55579,21332000.0,9133000.0,210325321,37.7445630392,-122.420553651,SFPD-INTERIM DB,CITY STREET,05/26/2021 06:22:00 PM,2021 May 26,18:22:00,2021,May,Wednesday,MISSION ST,29TH ST,215.0,Clear,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Midblock > 20ft,0.0,1,1.0,Pedestrian,West,Crossed Into Opposing Lane,Driver,North,Proceeding Straight,POINT (-122.420555 37.744564),83.0,9.0,2.0,2.0,18
22244,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_483,54310,27207000.0,12752000.0,200734102,37.7773988762,-122.456887293,SFPD-INTERIM DB,CITY STREET,12/05/2020 05:39:00 PM,2020 December 05,17:39:00,2020,December,Saturday,TURK BLVD,WILLARD ST NORTH,7.0,Cloudy,Injury (Severe),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,West,Proceeding Straight,Pedestrian,South,Not Stated,POINT (-122.45689 37.777397),12.0,8.0,4.0,18.0,17
22255,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_793,2426,22192000.0,9818201.0,140742251,37.7230855073778,-122.452337421684,SFPD-CROSSROADS,CITY STREET,09/03/2014 04:59:00 PM,2014 September 03,16:59:00,2014,September,Wednesday,OCEAN AVE,PHELAN AVE,3.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing Not in Crosswalk,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Pedestrian,West,Proceeding Straight,Driver,West,Proceeding Straight,POINT (-122.45234 37.723087),71.0,10.0,8.0,24.0,16
22267,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-83,52981,20770000.0,11373000.0,200323595,37.7321220045,-122.405470088,SFPD-INTERIM DB,CITY STREET,05/28/2020 08:24:00 PM,2020 May 28,20:24:00,2020,May,Thursday,SAN BRUNO AVE,SILVER AVE,122.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,"In Road, Including Shoulder",Dry,No Unusual Condition,Dark - Street Lights,Midblock > 20ft,0.0,1,,Pedestrian,North,Entering Traffic,Driver,North,Proceeding Straight,POINT (-122.40547 37.73212),91.0,2.0,2.0,25.0,20
22269,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_8a9,40150,27339000.000000004,,140034757,37.7541457666514,-122.478615695607,SFPD-CROSSROADS,CITY STREET,01/13/2014 08:51:00 AM,2014 January 13,08:51:00,2014,January,Monday,NORIEGA ST,21ST AVE,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.478615 37.754147),39.0,10.0,7.0,35.0,08
22276,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-20f,52412,25867000.0,,200163896,37.7727343122,-122.425512056,SFPD-INTERIM DB,CITY STREET,03/04/2020 06:58:00 PM,2020 March 04,18:58:00,2020,March,Wednesday,LAGUNA ST,HAIGHT ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Dark - Street Lights,Intersection <= 20ft,0.0,1,1.0,Driver,South,Proceeding Straight,Pedestrian,West,Other,POINT (-122.425514 37.772736),26.0,4.0,11.0,9.0,18
22280,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-5a7,28894,25148000.0,,160621641,37.7833108898927,-122.417528773168,SFPD-CROSSROADS,CITY STREET,08/02/2016 09:28:00 AM,2016 August 02,09:28:00,2016,August,Tuesday,EDDY ST,LARKIN ST,0.0,Clear,Injury (Complaint of Pain),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,West,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.41753 37.78331),20.0,5.0,10.0,36.0,09
22281,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_414,54229,23599000.0,,200700915,37.7862237778,-122.38963664,SFPD-INTERIM DB,CITY STREET,11/20/2020 08:31:00 AM,2020 November 20,08:31:00,2020,November,Friday,BEALE ST,BRYANT ST,0.0,Clear,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,,Driver,South,Making Left Turn,Pedestrian,North,Proceeding Straight,POINT (-122.38963 37.786224),31.0,1.0,10.0,8.0,08
22292,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_51c,54408,20460000.0,,200766092,37.7202309123,-122.396617026,SFPD-INTERIM DB,CITY STREET,12/20/2020 01:17:00 PM,2020 December 20,13:17:00,2020,December,Sunday,03RD ST,JAMESTOWN AVE,0.0,Clear,Injury (Other Visible),Vehicle/Pedestrian,Pedestrian,Crossing in Crosswalk at Intersection,Dry,No Unusual Condition,Daylight,Intersection <= 20ft,0.0,1,1.0,Driver,South,Making Right Turn,Pedestrian,South,Not Stated,POINT (-122.396614 37.72023),88.0,2.0,9.0,1.0,13
22304,vw_geo_sfpd_cr_switrs_all_types_col_cty_union.fid-c18a0c2_186644fdb18_-62c,28615,25026000.0,12205000.0,140702017,37.7949190157177,-122.408074773699,SFPD-CROSSROADS,CITY STREET,08/21/2014 03:38:00 PM,2014 August 21,15:38:00,2014,August,Thursday,STOCKTON ST,WASHINGTON ST,8.0,Clear,Injury (Complaint of Pain),Broadside,Pedestrian,Crossing in Crosswalk at Intersection,Dry,Obstruction on Roadway,Daylight,Intersection <= 20ft,0.0,1,,Driver,South,Proceeding Straight,Pedestrian,East,Proceeding Straight,POINT (-122.40807 37.794918),104.0,6.0,3.0,6.0,15
